Learning Rate,Epoch,Loss,Validation Loss
0.01,81,169452.25,160987.21875
0.01,82,169546.59375,158100.8125
0.01,83,168802.8125,164382.84375
0.01,84,169299.09375,159440.84375
0.01,85,168913.5,157098.15625
0.01,86,169508.109375,166697.84375
0.01,87,168799.15625,157766.21875
0.01,88,169262.671875,158182.59375
0.01,89,169320.734375,156968.953125
0.01,90,168841.03125,157195.984375
0.01,91,169003.203125,157153.734375
0.01,92,168923.421875,156972.984375
0.01,93,169257.0625,166799.4375
0.01,94,169083.203125,156961.25
0.01,95,169295.828125,159069.328125
0.01,96,169334.109375,157022.421875
0.01,97,169362.546875,157577.5
0.01,98,169100.203125,156947.640625
0.01,99,169439.90625,159052.84375
0.01,100,169412.640625,157199.859375
0.05,1,400538.09375,163769.421875
0.05,2,172776.671875,159349.125
0.05,3,171702.515625,179945.265625
0.05,4,172584.109375,175381.875
0.05,5,171248.484375,161834.6875
0.05,6,170471.125,160522.578125
0.05,7,169766.703125,156946.921875
0.05,8,169614.484375,156962.09375
0.05,9,169884.53125,158033.203125
0.05,10,170329.625,158223.21875
0.05,11,170717.21875,157578.203125
0.05,12,170476.984375,157809.640625
0.05,13,169384.390625,157068.46875
0.05,14,169322.9375,163597.34375
0.05,15,169884.28125,165525.75
0.05,16,170393.78125,158191.078125
0.05,17,169826.515625,156992.203125
0.05,18,169634.28125,165524.265625
0.05,19,169954.890625,157137.8125
0.05,20,169396.921875,157814.328125
0.05,21,169223.796875,158733.90625
0.05,22,169604.5,157031.9375
0.05,23,169773.296875,157983.359375
0.05,24,168872.625,158101.90625
0.05,25,169719.5,160395.4375
0.05,26,169767.484375,157455.34375
0.05,27,170048.046875,161229.671875
0.05,28,169361.578125,157445.734375
0.05,29,169333.640625,158341.6875
0.05,30,169605.96875,156998.734375
0.05,31,169257.375,159939.984375
0.05,32,169281.984375,157609.671875
0.05,33,169950.71875,156949.125
0.05,34,169433.765625,161848.546875
0.05,35,169868.0625,157247.109375
0.05,36,169861.40625,156946.953125
0.05,37,169423.65625,157011.34375
0.05,38,169106.6875,156976.515625
0.05,39,169752.4375,157386.328125
0.05,40,169246.78125,157189.984375
0.05,41,169246.15625,157406.53125
0.05,42,169590.75,157222.359375
0.05,43,169576.734375,157072.71875
0.05,44,169030.671875,160217.0625
0.05,45,169371.8125,157092.28125
0.05,46,169131.09375,160988.15625
0.05,47,169144.90625,157107.0
0.05,48,169330.90625,156977.890625
0.05,49,169161.59375,157103.453125
0.05,50,169009.71875,161603.125
0.05,51,169019.65625,160118.1875
0.05,52,169126.421875,158244.125
0.05,53,169061.046875,158845.109375
0.05,54,169569.25,156963.8125
0.05,55,169114.609375,157048.1875
0.05,56,169062.140625,160389.078125
0.05,57,169519.09375,157328.875
0.05,58,169267.625,158983.015625
0.05,59,169290.5,156983.8125
0.05,60,169007.328125,158027.625
0.05,61,169241.125,157050.15625
0.05,62,168895.671875,158360.46875
0.05,63,168782.3125,158164.90625
0.05,64,168924.96875,166127.359375
0.05,65,168998.0,157017.109375
0.05,66,168791.84375,158049.25
0.05,67,169001.28125,157158.015625
0.05,68,168976.84375,157527.15625
0.05,69,168945.109375,156967.53125
0.05,70,168824.109375,156952.625
0.05,71,168835.375,164283.4375
0.05,72,169335.828125,157374.734375
0.05,73,168876.703125,157500.734375
0.05,74,169165.359375,157319.828125
0.05,75,168950.015625,158127.078125
0.05,76,169089.6875,156987.59375
0.05,77,168820.015625,157461.90625
0.05,78,169049.046875,157712.953125
0.05,79,168964.796875,159654.703125
0.05,80,169140.640625,158985.15625
0.05,81,169062.21875,156997.96875
0.05,82,168883.671875,160380.140625
0.05,83,168907.3125,157038.9375
0.05,84,168825.421875,157034.984375
0.05,85,168742.59375,157454.59375
0.05,86,168863.40625,156952.0625
0.05,87,169059.5625,157705.28125
0.05,88,168944.859375,156999.140625
0.05,89,168918.5,160171.984375
0.05,90,168767.828125,157647.0
0.05,91,168928.5,159463.375
0.05,92,169003.109375,158443.796875
0.05,93,168888.0,158949.828125
0.05,94,169262.515625,158272.390625
0.05,95,168949.453125,157691.203125
0.05,96,169050.109375,157078.375
0.05,97,168836.109375,159464.515625
0.05,98,168955.859375,159494.84375
0.05,99,168813.6875,157456.78125
0.05,100,168738.4375,156961.21875
0.1,1,40558489600.0,159047.828125
0.1,2,171763.328125,158021.90625
0.1,3,171416.21875,161538.765625
0.1,4,171442.078125,157474.171875
0.1,5,171931.578125,157289.640625
0.1,6,171478.78125,157235.453125
0.1,7,170477.125,160410.234375
0.1,8,171371.765625,160157.46875
0.1,9,170145.15625,157453.3125
0.1,10,170173.90625,167264.125
0.1,11,169744.515625,162969.28125
0.1,12,169494.4375,157001.1875
0.1,13,170236.0,158989.734375
0.1,14,170076.953125,157072.296875
0.1,15,170720.359375,159802.3125
0.1,16,169831.484375,161716.796875
0.1,17,169647.453125,156950.40625
0.1,18,170869.296875,156975.046875
0.1,19,169660.203125,157390.96875
0.1,20,169928.5,157205.859375
0.1,21,169514.046875,157099.75
0.1,22,170112.546875,157482.484375
0.1,23,170062.453125,168183.125
0.1,24,169955.171875,162583.25
0.1,25,169474.984375,161944.359375
0.1,26,169299.09375,157375.65625
0.1,27,169603.734375,157995.53125
0.1,28,169657.859375,156965.34375
0.1,29,169934.734375,157083.546875
0.1,30,169387.0625,156955.640625
0.1,31,169431.046875,160620.4375
0.1,32,170008.390625,158107.015625
0.1,33,169687.25,157008.1875
0.1,34,169459.46875,159497.375
0.1,35,169356.0625,157092.078125
0.1,36,169380.625,157635.265625
0.1,37,169397.4375,157020.390625
0.1,38,169123.21875,157715.453125
0.1,39,169185.4375,159955.828125
0.1,40,168893.4375,157456.734375
0.1,41,169220.265625,157038.25
0.1,42,170200.640625,157085.84375
0.1,43,169068.546875,157811.65625
0.1,44,169404.09375,157405.640625
0.1,45,169418.25,159105.9375
0.1,46,169514.25,157317.125
0.1,47,169050.359375,157659.859375
0.1,48,169501.640625,159831.484375
0.1,49,169412.328125,157121.609375
0.1,50,169299.515625,158738.53125
0.1,51,168976.5625,158720.03125
0.1,52,169064.828125,160179.796875
0.1,53,168947.328125,157006.78125
0.1,54,169048.984375,157489.890625
0.1,55,169530.953125,158287.03125
0.1,56,169710.234375,159105.75
0.1,57,169715.875,158548.765625
0.1,58,169382.515625,157935.75
0.1,59,169283.546875,158581.1875
0.1,60,169038.375,162168.171875
0.1,61,169142.46875,157403.90625
0.1,62,169431.703125,157130.6875
0.1,63,169241.203125,157347.328125
0.1,64,169080.859375,156970.0625
0.1,65,169452.765625,159723.21875
0.1,66,169289.625,158850.984375
0.1,67,168751.109375,156950.25
0.1,68,169237.75,158007.109375
0.1,69,169073.203125,157021.34375
0.1,70,169416.390625,156948.25
0.1,71,169518.625,161321.296875
0.1,72,169010.140625,156985.59375
0.1,73,168825.8125,164928.546875
0.1,74,169303.859375,157066.796875
0.1,75,168962.65625,158112.734375
0.1,76,169375.84375,159207.59375
0.1,77,169304.03125,157039.796875
0.1,78,169123.5625,156993.640625
0.1,79,168967.578125,158395.703125
0.1,80,168873.6875,162214.515625
0.1,81,169284.71875,158210.671875
0.1,82,169184.8125,158106.734375
0.1,83,169150.453125,158083.0
0.1,84,169178.15625,156946.84375
0.1,85,169010.21875,159004.46875
0.1,86,168831.890625,157731.375
0.1,87,168835.046875,158789.1875
0.1,88,168994.5,156956.71875
0.1,89,169019.609375,157034.125
0.1,90,169091.40625,157094.28125
0.1,91,168844.671875,157367.328125
0.1,92,169079.5,158843.203125
0.1,93,169270.234375,162022.96875
0.1,94,169163.859375,158378.359375
0.1,95,168810.609375,157936.96875
0.1,96,168980.234375,157328.125
0.1,97,169337.8125,157200.328125
0.1,98,169003.984375,158443.5625
0.1,99,168787.109375,157899.328125
0.1,100,168725.6875,157149.890625
